time,text,full_name,country,platform
Thu Jan 24 23:57:51 +0000 2019,"b'RT @CNN: Sen. Bennet slams Sen. Cruz: ""These crocodile tears that the senator from Texas is crying for first responders are too hard for me\xe2\x80\xa6'",,,I
Thu Jan 24 23:57:51 +0000 2019,b'RT @funder: Watch Senator Michael Bennet slam Ted Cruz &amp; Trump HARD for the shutdown. Screaming on the Senate floor hard. Sen Bennet is all\xe2\x80\xa6',,,A
Thu Jan 24 23:57:51 +0000 2019,b'RT @TwitterMoments: The Senate did not approve proposals from President Trump or the Democrats to end the government shutdown. https://t.co\xe2\x80\xa6',,,I
Thu Jan 24 23:57:50 +0000 2019,b'RT @mikebwonder: The Senate fails to pass two proposals to reopen the government.  \n\nOur lawmakers don\xe2\x80\x99t seem too troubled that the shutdow\xe2\x80\xa6',,,I
Thu Jan 24 23:57:50 +0000 2019,b'RT @RyanAFournier: Remember these names:\n- Senator Lamar Alexander\n- Senator Susan Collins\n- Senator Corey Gardner\n- Senator Johnny Isakson\xe2\x80\xa6',,,A
Thu Jan 24 23:57:50 +0000 2019,b'I believe that this government shutdown is a golden opportunity for President Trump to reduce the Federal workforce\xe2\x80\xa6 https://t.co/UFtiAZlmO5',,,
Thu Jan 24 23:57:50 +0000 2019,"b""RT @EdKrassen: So far 6 Republican Senators have voted in favor of the Democrats' bill to reopen the government.\n\n1 - Romney\n2 - Murkowski\xe2\x80\xa6""",,,I
Thu Jan 24 23:57:49 +0000 2019,"b'RT @WhiteHouse: The bottom line: We can end this shutdown today by doing things both sides claim they want\xe2\x80\x94DACA, border security, humanitar\xe2\x80\xa6'",,,A
Thu Jan 24 23:57:49 +0000 2019,"b'RT @KamalaHarris: The Republican-controlled Senate passed a clean bill to fund the government back in December. Today, they rejected an alm\xe2\x80\xa6'",,,A
Thu Jan 24 23:57:49 +0000 2019,"b'RT @SenKamalaHarris: I am voting YES on a clean bill to end this shutdown and put 800,000 federal employees back to work. Republicans unani\xe2\x80\xa6'",,,A
Thu Jan 24 23:57:49 +0000 2019,"b'RT @ClintonCenter: Glad to provide a central location @ClintonCenter for federal employees to pick up delicious, hot meals during the gover\xe2\x80\xa6'",,,I
Thu Jan 24 23:57:49 +0000 2019,"b'@UnitedWay has established the United for U.S. Fund to benefit federal workers, contractors and others who may be i\xe2\x80\xa6 https://t.co/dTBAWzhWGt'",,,
Thu Jan 24 23:57:49 +0000 2019,b'RT @TrinityResists: My senators tell me every day when I call that YOU won\xe2\x80\x99t allow a vote to reopen the government. \n\nYou\xe2\x80\x99re the biggest ob\xe2\x80\xa6',,,P
Thu Jan 24 23:57:49 +0000 2019,"b'RT @KamalaHarris: The Republican-controlled Senate passed a clean bill to fund the government back in December. Today, they rejected an alm\xe2\x80\xa6'",,,P
Thu Jan 24 23:57:48 +0000 2019,b'RT @gsheamercer: PSA: FOR THE LENGTH OF THE GOVERNMENT SHUTDOWN CONDADO TACOS @ POLARIS WILL BE GIVING AWAY FREE TACOS TO FEDERAL EMPLOYEES\xe2\x80\xa6',,,I
Thu Jan 24 23:57:48 +0000 2019,b'RT @DisavowTrump20: BREAKING: Nancy Pelosi has blocked Trump\xe2\x80\x99s State of the Union address amid his shutdown of the government. \n\nRETWEET if\xe2\x80\xa6',,,A
Thu Jan 24 23:57:48 +0000 2019,b'RT @unseen1_unseen: I wonder if the idiots in the federal government understand that the longer the shutdown goes on and the less impact it\xe2\x80\xa6',,,A
Thu Jan 24 23:57:47 +0000 2019,"b'RT @MSNBC: President Trump comments on the government shutdown, as Sens. McConnell and Schumer meet to discuss an end to the month-long dea\xe2\x80\xa6'",,,A
Thu Jan 24 23:57:47 +0000 2019,b'RT @funder: Watch Senator Michael Bennet slam Ted Cruz &amp; Trump HARD for the shutdown. Screaming on the Senate floor hard. Sen Bennet is all\xe2\x80\xa6',,,
Thu Jan 24 23:57:47 +0000 2019,"b'RT @fordmb1: I have a $5,000 tax refund I will not be able to receive because the government is shutdown. I prefer @POTUS keep the governme\xe2\x80\xa6'",,,P
Thu Jan 24 23:57:47 +0000 2019,"b'RT @ATWOnline: US Sen. Warner: Air safety, security in jeopardy as shutdown lingers ... https://t.co/svAM3fZ7BP https://t.co/iQJruJlXzQ'",,,A
Thu Jan 24 23:57:47 +0000 2019,"b'RT @SpeakerPelosi: As the #TrumpShutdown hits Day 34, the consequences of this senseless shutdown continue to build. President Trump &amp; Sena\xe2\x80\xa6'",,,A
Thu Jan 24 23:57:47 +0000 2019,"b'RT @SpeakerPelosi: As the #TrumpShutdown hits Day 34, the consequences of this senseless shutdown continue to build. President Trump &amp; Sena\xe2\x80\xa6'",,,I
Thu Jan 24 23:57:47 +0000 2019,b'RT @RyanAFournier: Remember these names:\n- Senator Lamar Alexander\n- Senator Susan Collins\n- Senator Corey Gardner\n- Senator Johnny Isakson\xe2\x80\xa6',,,I
Thu Jan 24 23:57:47 +0000 2019,"b""@SenRickScott Vote to end the shutdown! No strings, no conditions!  I hope it doesn't take a plane crash for the Se\xe2\x80\xa6 https://t.co/lN524qWHkN""",,,
Thu Jan 24 23:57:47 +0000 2019,"b""RT @ChrisMurphyCT: Republican demands to end the shutdown keep changing - by the hour - because they know they've completely, totally, and\xe2\x80\xa6""",,,P
Thu Jan 24 23:57:47 +0000 2019,"b'RT @SenTedCruz: @POTUS The president put forward a reasonable compromise to end this shutdown. This plan secures our border, funds the cons\xe2\x80\xa6'",,,A
Thu Jan 24 23:57:46 +0000 2019,b'RT @owillis: 44 GOP senators vote to keep government shut to make Trump happy https://t.co/PxsSForVn0',,,I
Thu Jan 24 23:57:46 +0000 2019,"b'RT @KamalaHarris: The Republican-controlled Senate passed a clean bill to fund the government back in December. Today, they rejected an alm\xe2\x80\xa6'",,,
Thu Jan 24 23:57:46 +0000 2019,b'RT @SethAbramson: Just gonna throw out a 100% plausible hypothetical here: that this entire government shutdown is little more than a caree\xe2\x80\xa6',,,A
Thu Jan 24 23:57:46 +0000 2019,"b""RT @MichaelBennet: My Republican colleagues are playing politics and not thinking about what's best for the country. We need to reopen the\xe2\x80\xa6""",,,I
Thu Jan 24 23:57:45 +0000 2019,"b'RT @cagjseattle: ""Rural farmers, ranchers, and fishermen have struggled for several years with farm prices well below the cost of productio\xe2\x80\xa6'",,,I
Thu Jan 24 23:57:45 +0000 2019,b'RT @unseen1_unseen: I wonder if the idiots in the federal government understand that the longer the shutdown goes on and the less impact it\xe2\x80\xa6',,,A
Thu Jan 24 23:57:45 +0000 2019,"b""RT @CBSNews: Pres. Trump speaks following the Senate's decision to reject two competing bills to end the government shutdown. https://t.co/\xe2\x80\xa6""",,,I
Thu Jan 24 23:57:45 +0000 2019,b'RT @ABCPolitics: Day 34 of the government shutdown and The White House is trying to maintain its hard line on border wall funding while fac\xe2\x80\xa6',,,
Thu Jan 24 23:57:45 +0000 2019,b'RT @intheMatrixxx: Could the mass-media layoffs have anything to do with the Government Shutdown? \n\nGovernment funded media? \xf0\x9f\xa4\x94\n\n@POTUS #QAr\xe2\x80\xa6',,,A
Thu Jan 24 23:57:45 +0000 2019,"b'RT @KamalaHarris: The Republican-controlled Senate passed a clean bill to fund the government back in December. Today, they rejected an alm\xe2\x80\xa6'",,,I
Thu Jan 24 23:57:44 +0000 2019,b'RT @ChristianDem47: #MTPDaily\nTo the govt workers affected by this senseless Trump shutdown: \n\n@PayPal is committing to fund $25 million of\xe2\x80\xa6',,,A
Thu Jan 24 23:57:44 +0000 2019,"b'RT @CNN: The Senate held two votes on Thursday for opposing plans to end the longest government shutdown in history, with few members break\xe2\x80\xa6'",,,A
Thu Jan 24 23:57:43 +0000 2019,b'RT @jonfavs: CBS poll: 70% Americans said that the issue of a border wall is not worth a government shutdown. \n\n70% of Americans rarely agr\xe2\x80\xa6',,,A
Thu Jan 24 23:57:43 +0000 2019,"b'RT @washingtonian: I Support the Girls has received dozens of requests for tampons, pads, and bras during the shutdown. ""They shouldn\'t hav\xe2\x80\xa6'",,,I
Thu Jan 24 23:57:43 +0000 2019,b'US shutdown: Senate rejects bills to reopen government - BBC News https://t.co/05xb0ocOOR',,,
Thu Jan 24 23:57:43 +0000 2019,b'RT @RyanAFournier: Remember these names:\n- Senator Lamar Alexander\n- Senator Susan Collins\n- Senator Corey Gardner\n- Senator Johnny Isakson\xe2\x80\xa6',,,
Thu Jan 24 23:57:43 +0000 2019,b'RT @unseen1_unseen: I wonder if the idiots in the federal government understand that the longer the shutdown goes on and the less impact it\xe2\x80\xa6',,,A
Thu Jan 24 23:57:43 +0000 2019,b'RT @observer: Trump\xe2\x80\x99s Former Advisors Are Imploring Him to End the Government Shutdown https://t.co/7kgUTV8Dtm https://t.co/yRAVQpMl9U',,,A
Thu Jan 24 23:57:43 +0000 2019,"b'RT @KamalaHarris: The Republican-controlled Senate passed a clean bill to fund the government back in December. Today, they rejected an alm\xe2\x80\xa6'",,,I
